rep,covers,group
K14n2675,"[1, 1, 2, 2, 4, 5]","['K14n2675', 'K14n2874']"
K15a57903,"[1, 1, 1, 1, 1, 4]","['K15a57903', 'K15a57943']"
K15n22309,"[1, 2, 5, 2, 12, 15]","['K15n22309', 'K15n23246']"
K15n12331,"[1, 2, 5, 5, 16, 20]","['K15n12331', 'K15n13167']"
K15n6432,"[1, 1, 2, 2, 10, 7]","['K15n6432', 'K15n6810']"
K15n14060,"[1, 2, 5, 5, 21, 13]","['K15n14060', 'K15n19649']"
K15n10254,"[1, 1, 1, 1, 3, 7]","['K15n10254', 'K15n8178']"
K15a20644,"[1, 2, 5, 5, 19, 30]","['K15a20644', 'K15a49142']"
K15n11577,"[1, 1, 2, 5, 7, 9]","['K15n11577', 'K15n21988']"
K15a10320,"[1, 1, 1, 5, 5, 9]","['K15a10320', 'K15a4538']"
K15a2835,"[1, 1, 1, 4, 2, 6]","['K15a2835', 'K15a5572']"
K15n112114,"[1, 1, 2, 5, 7, 10]","['K15n112114', 'K15n47301']"
K15n119444,"[1, 1, 1, 7, 11, 7]","['K15n119444', 'K15n119768']"
K15n14436,"[1, 1, 1, 2, 5, 3]","['K15n14436', 'K15n21020']"
K15a18701,"[1, 1, 2, 4, 14, 9]","['K15a18701', 'K15a45080']"
K15n10310,"[1, 1, 2, 5, 17, 8]","['K15n10310', 'K15n9566']"
K15a55833,"[1, 1, 1, 3, 5, 3]","['K15a55833', 'K15a56069']"
K15n118773,"[1, 1, 1, 2, 2, 10]","['K15n118773', 'K15n118805']"
K15a30258,"[1, 1, 1, 2, 5, 8]","['K15a30258', 'K15a53768']"
K14n4544,"[1, 1, 1, 3, 5, 7]","['K14n4544', 'K14n4613']"
K15a3391,"[1, 1, 1, 1, 3, 7]","['K15a3391', 'K15a3424']"
K15a2054,"[1, 1, 1, 4, 2, 15]","['K15a2054', 'K15a2073', 'K15a2582']"
K15a58361,"[1, 1, 1, 4, 10, 6]","['K15a58361', 'K15a59072']"
K15a55166,"[1, 1, 1, 2, 4, 4]","['K15a55166', 'K15a55485']"
K15n24255,"[1, 1, 1, 6, 5, 3]","['K15n24255', 'K15n8759']"
K15a58479,"[1, 1, 1, 2, 3, 8]","['K15a58479', 'K15a58789']"
K15n53291,"[1, 1, 2, 2, 5, 8]","['K15n53291', 'K15n53543']"
K15a41885,"[1, 1, 1, 6, 8, 7]","['K15a41885', 'K15a49525']"
K15a17943,"[1, 1, 2, 4, 10, 3]","['K15a17943', 'K15a38091']"
K15n10492,"[1, 1, 1, 4, 14, 8]","['K15n10492', 'K15n10732']"
K15n12651,"[1, 2, 4, 3, 15, 7]","['K15n12651', 'K15n13505']"
K15n10106,"[1, 2, 5, 1, 17, 9]","['K15n10106', 'K15n7659']"
K15a19201,"[1, 1, 1, 4, 10, 9]","['K15a19201', 'K15a21677']"
K15a63531,"[1, 2, 1, 5, 9, 12]","['K15a63531', 'K15a63533']"
K15a59317,"[1, 2, 5, 6, 22, 10]","['K15a59317', 'K15a59325']"
K15n289,"[1, 2, 4, 4, 14, 7]","['K15n289', 'K15n307']"
K15n118579,"[1, 1, 1, 5, 11, 6]","['K15n118579', 'K15n118645']"
K15a1401,"[1, 1, 2, 11, 19, 7]","['K15a1401', 'K15a38429']"
K15n1098,"[1, 2, 5, 2, 14, 7]","['K15n1098', 'K15n695']"
K15n34010,"[1, 2, 2, 3, 9, 12]","['K15n34010', 'K15n34028']"
K15a58411,"[1, 2, 4, 5, 11, 10]","['K15a58411', 'K15a59161']"
K15a19265,"[1, 2, 5, 8, 20, 22]","['K15a19265', 'K15a35833']"
K15n22982,"[1, 1, 1, 3, 7, 8]","['K15n22982', 'K15n23272']"
K15n5696,"[1, 1, 1, 4, 6, 13]","['K15n5696', 'K15n6085']"
K15a56964,"[1, 1, 1, 1, 3, 5]","['K15a56964', 'K15a57389']"
K15n1272,"[1, 1, 2, 2, 8, 5]","['K15n1272', 'K15n1312']"
K15n29462,"[1, 2, 5, 2, 14, 15]","['K15n29462', 'K15n29468']"
K15n120643,"[1, 2, 9, 3, 26, 12]","['K15n120643', 'K15n123179']"
K14n4298,"[1, 1, 2, 4, 8, 18]","['K14n4298', 'K14n934']"
K15n118820,"[1, 1, 1, 8, 20, 11]","['K15n118820', 'K15n118874']"
K15n24694,"[1, 1, 2, 2, 6, 5]","['K15n24694', 'K15n27426']"
K15a5537,"[1, 1, 2, 2, 10, 15]","['K15a5537', 'K15a8422']"
K15n122939,"[1, 2, 5, 4, 16, 6]","['K15n122939', 'K15n122946']"
K15n25263,"[1, 1, 1, 2, 10, 14]","['K15n25263', 'K15n26887']"
K15a14256,"[1, 2, 5, 2, 16, 7]","['K15a14256', 'K15a15345']"
K15n17044,"[1, 1, 2, 4, 7, 5]","['K15n17044', 'K15n17843']"
K15n24441,"[1, 1, 1, 4, 8, 5]","['K15n24441', 'K15n27586']"
K15n104885,"[1, 1, 2, 3, 5, 23]","['K15n104885', 'K15n92160']"
K15a41704,"[1, 2, 5, 2, 30, 15]","['K15a41704', 'K15a41941']"
K15n133621,"[1, 1, 2, 4, 4, 5]","['K15n133621', 'K15n149601']"
K15a64530,"[1, 1, 1, 2, 4, 6]","['K15a64530', 'K15a64564']"
K15a7042,"[1, 1, 1, 2, 4, 5]","['K15a7042', 'K15a7249']"
K15n116145,"[1, 2, 5, 4, 14, 7]","['K15n116145', 'K15n94755']"
K15a57524,"[1, 1, 2, 7, 10, 7]","['K15a57524', 'K15a59335']"
K15n6198,"[1, 1, 2, 6, 12, 13]","['K15n6198', 'K15n6284']"
K14a13065,"[1, 1, 1, 3, 5, 7]","['K14a13065', 'K14a13079']"
K15a63539,"[1, 2, 5, 3, 17, 21]","['K15a63539', 'K15a63547']"
K15n30112,"[1, 1, 1, 2, 4, 4]","['K15n30112', 'K15n31564']"
K15n125404,"[1, 2, 5, 6, 16, 17]","['K15n125404', 'K15n127634']"
K15a2806,"[1, 1, 1, 4, 2, 4]","['K15a2806', 'K15a5574']"
K15n10095,"[1, 1, 1, 1, 1, 12]","['K15n10095', 'K15n10236', 'K15n8077']"
K15n11757,"[1, 1, 1, 4, 5, 5]","['K15n11757', 'K15n12841']"
K15n101947,"[1, 1, 1, 3, 7, 11]","['K15n101947', 'K15n101961']"
K15a47160,"[1, 1, 1, 3, 1, 5]","['K15a47160', 'K15a47662']"
K15n5704,"[1, 1, 1, 3, 5, 2]","['K15n5704', 'K15n6081']"
K15n44938,"[1, 1, 1, 2, 4, 4]","['K15n44938', 'K15n49562', 'K15n49566']"
K15n4548,"[1, 1, 2, 15, 51, 27]","['K15n4548', 'K15n5074']"
K13a2503,"[1, 1, 1, 5, 6, 7]","['K13a2503', 'K13a2608']"
K15n118545,"[1, 1, 2, 3, 10, 7]","['K15n118545', 'K15n118565']"
K15a31094,"[1, 2, 5, 4, 17, 19]","['K15a31094', 'K15a53808']"
K15a58110,"[1, 1, 1, 1, 5, 7]","['K15a58110', 'K15a58209']"
K14n20747,"[1, 1, 1, 3, 7, 11]","['K14n20747', 'K14n20810']"
K15n113121,"[1, 1, 1, 5, 9, 21]","['K15n113121', 'K15n115623']"
K15a55362,"[1, 1, 1, 2, 7, 13]","['K15a55362', 'K15a55363']"
K15n2020,"[1, 1, 2, 3, 11, 14]","['K15n2020', 'K15n2144']"
K15a6845,"[1, 1, 1, 1, 1, 4]","['K15a6845', 'K15a7454']"
K15n5148,"[1, 2, 5, 4, 16, 14]","['K15n5148', 'K15n5966']"
K15a6440,"[1, 1, 2, 2, 4, 7]","['K15a6440', 'K15a7409']"
K15n10078,"[1, 1, 1, 4, 12, 7]","['K15n10078', 'K15n8101']"
K15n1275,"[1, 2, 5, 3, 21, 10]","['K15n1275', 'K15n1315']"
K15n10209,"[1, 2, 5, 4, 14, 8]","['K15n10209', 'K15n10298']"
K15n76071,"[1, 1, 2, 7, 13, 9]","['K15n76071', 'K15n76102']"
K15n5329,"[1, 1, 2, 1, 3, 6]","['K15n5329', 'K15n5346', 'K15n6061']"
K15n11019,"[1, 1, 1, 8, 10, 8]","['K15n11019', 'K15n6813']"
K15n47027,"[1, 2, 5, 5, 15, 12]","['K15n47027', 'K15n96783']"
K15n18447,"[1, 1, 2, 4, 11, 6]","['K15n18447', 'K15n20391']"
K15a56986,"[1, 1, 1, 4, 6, 3]","['K15a56986', 'K15a57016']"
K15a56224,"[1, 1, 1, 1, 9, 9]","['K15a56224', 'K15a56289']"
K15n122654,"[1, 1, 2, 4, 11, 16]","['K15n122654', 'K15n122670']"
K14n343,"[1, 2, 4, 6, 19, 10]","['K14n343', 'K14n357']"
K15a57600,"[1, 2, 5, 3, 21, 14]","['K15a57600', 'K15a57603']"
K14a1915,"[1, 1, 2, 2, 8, 15]","['K14a1915', 'K14a222', 'K14a277']"
K15n10902,"[1, 1, 1, 2, 4, 6]","['K15n10902', 'K15n6554']"
K15n2006,"[1, 1, 1, 1, 5, 7]","['K15n2006', 'K15n2468']"
K15n10664,"[1, 1, 1, 2, 8, 3]","['K15n10664', 'K15n6877']"
K15n21887,"[1, 1, 1, 3, 16, 7]","['K15n21887', 'K15n21893']"
K15n10488,"[1, 1, 1, 2, 10, 7]","['K15n10488', 'K15n10728']"
K15a60688,"[1, 1, 1, 3, 4, 7]","['K15a60688', 'K15a60708']"
K15n75410,"[1, 2, 1, 3, 13, 11]","['K15n75410', 'K15n75853']"
K15n23610,"[1, 2, 9, 6, 36, 45]","['K15n23610', 'K15n24841']"
K13a2138,"[1, 1, 2, 2, 6, 5]","['K13a2138', 'K13a2624']"
K15n30594,"[1, 1, 1, 4, 8, 6]","['K15n30594', 'K15n30654']"
K15a56715,"[1, 1, 2, 5, 7, 6]","['K15a56715', 'K15a56792']"
K15n25674,"[1, 2, 4, 2, 14, 1]","['K15n25674', 'K15n26089']"
K15n29894,"[1, 1, 2, 2, 10, 5]","['K15n29894', 'K15n32549']"
K15n22197,"[1, 1, 1, 3, 7, 6]","['K15n22197', 'K15n8824']"
K13a167,"[1, 1, 1, 1, 5, 3]","['K13a167', 'K13a186']"
K15a5367,"[1, 1, 2, 1, 3, 8]","['K15a5367', 'K15a5428']"
K14a12985,"[1, 1, 1, 1, 1, 9]","['K14a12985', 'K14a13034']"
K15n90000,"[1, 2, 5, 5, 17, 11]","['K15n90000', 'K15n95188']"
K15n15855,"[1, 2, 5, 1, 13, 7]","['K15n15855', 'K15n18200']"
K15n15066,"[1, 1, 1, 4, 4, 8]","['K15n15066', 'K15n20520']"
K15n115338,"[1, 1, 1, 1, 5, 4]","['K15n115338', 'K15n93615']"
K15n118001,"[1, 2, 5, 7, 23, 16]","['K15n118001', 'K15n118044']"
K15n118520,"[1, 2, 5, 6, 20, 12]","['K15n118520', 'K15n118636']"
K15a10320,"[1, 1, 1, 5, 5, 9]","['K15a10320', 'K15a4538']"
K15n1171,"[1, 1, 2, 4, 6, 4]","['K15n1171', 'K15n671']"
K14n1307,"[1, 1, 1, 5, 7, 8]","['K14n1307', 'K14n1325']"
K14n20286,"[1, 1, 1, 3, 5, 13]","['K14n20286', 'K14n20291']"
K15n18243,"[1, 1, 2, 3, 7, 3]","['K15n18243', 'K15n20798']"
K15n122182,"[1, 1, 1, 7, 18, 13]","['K15n122182', 'K15n122331']"
K15n10798,"[1, 2, 9, 1, 21, 15]","['K15n10798', 'K15n7405']"
K15a5353,"[1, 2, 4, 2, 14, 6]","['K15a5353', 'K15a5473']"
K15a37057,"[1, 1, 1, 3, 4, 7]","['K15a37057', 'K15a53610']"
K15n10459,"[1, 1, 1, 3, 5, 6]","['K15n10459', 'K15n6690']"
K15a47922,"[1, 2, 5, 3, 19, 6]","['K15a47922', 'K15a48048']"
K13n357,"[1, 1, 1, 5, 5, 3]","['K13n357', 'K13n520', 'K13n530']"
K15n11102,"[1, 1, 2, 2, 6, 11]","['K15n11102', 'K15n6858']"
K15a8211,"[1, 1, 1, 1, 3, 4]","['K15a8211', 'K15a8254']"
K15n1160,"[1, 2, 2, 4, 10, 10]","['K15n1160', 'K15n1168']"
K15n23201,"[1, 1, 1, 3, 17, 11]","['K15n23201', 'K15n23540']"
K15n10437,"[1, 1, 2, 2, 10, 5]","['K15n10437', 'K15n6482']"
K15n10690,"[1, 1, 1, 1, 3, 8]","['K15n10690', 'K15n6875']"
K15n10667,"[1, 1, 1, 1, 1, 8]","['K15n10667', 'K15n6880']"
K15n48826,"[1, 1, 1, 1, 7, 6]","['K15n48826', 'K15n49895']"
K15n119411,"[1, 1, 2, 2, 10, 2]","['K15n119411', 'K15n120391']"
K15a58584,"[1, 2, 4, 2, 10, 10]","['K15a58584', 'K15a58607']"
K15a57737,"[1, 2, 5, 6, 16, 17]","['K15a57737', 'K15a58981']"
K15n124450,"[1, 2, 1, 3, 7, 13]","['K15n124450', 'K15n124468']"
K15a1410,"[1, 1, 2, 2, 4, 10]","['K15a1410', 'K15a38432']"
K15n14915,"[1, 2, 1, 3, 7, 4]","['K15n14915', 'K15n17402']"
K15n123938,"[1, 1, 1, 5, 9, 8]","['K15n123938', 'K15n124031']"
K15n13914,"[1, 1, 2, 4, 8, 13]","['K15n13914', 'K15n20582']"
K14a29,"[1, 2, 4, 2, 12, 8]","['K14a29', 'K14a94']"
K15n10148,"[1, 1, 2, 2, 6, 9]","['K15n10148', 'K15n7642', 'K15n8040']"
K15n10310,"[1, 1, 2, 5, 17, 8]","['K15n10310', 'K15n9566']"
K15n20826,"[1, 2, 5, 7, 21, 37]","['K15n20826', 'K15n21237']"
K15n875,"[1, 1, 2, 6, 11, 12]","['K15n875', 'K15n902']"
K15a3962,"[1, 1, 2, 6, 9, 2]","['K15a3962', 'K15a4781']"
K15a59228,"[1, 5, 18, 7, 68, 49]","['K15a59228', 'K15a59285']"
K14n20329,"[1, 1, 2, 2, 4, 3]","['K14n20329', 'K14n20357']"
K15a10096,"[1, 2, 5, 2, 18, 12]","['K15a10096', 'K15a10864']"
K15n75314,"[1, 2, 2, 6, 17, 29]","['K15n75314', 'K15n75976']"
K15n11259,"[1, 1, 2, 3, 13, 15]","['K15n11259', 'K15n21892']"
K15n21851,"[1, 1, 2, 3, 13, 17]","['K15n21851', 'K15n21857']"
K15n10479,"[1, 2, 5, 2, 16, 15]","['K15n10479', 'K15n6747']"
K15n82157,"[1, 1, 1, 2, 2, 6]","['K15n82157', 'K15n95566']"
K15a7962,"[1, 2, 1, 4, 6, 9]","['K15a7962', 'K15a7991']"
K15n77555,"[1, 2, 2, 5, 13, 9]","['K15n77555', 'K15n77561']"
K15n121693,"[1, 1, 1, 4, 8, 7]","['K15n121693', 'K15n121722']"
K15n123719,"[1, 1, 1, 4, 8, 8]","['K15n123719', 'K15n123720']"
K15n121741,"[1, 1, 1, 1, 3, 7]","['K15n121741', 'K15n123727']"
K15n1760,"[1, 1, 2, 3, 11, 4]","['K15n1760', 'K15n1814']"
K12a108,"[1, 1, 1, 4, 7, 2]","['K12a108', 'K12a120']"
K15a22360,"[1, 5, 4, 1, 17, 13]","['K15a22360', 'K15a48312']"
K15n1068,"[1, 1, 2, 4, 14, 8]","['K15n1068', 'K15n1244']"
K15a2858,"[1, 1, 1, 3, 4, 4]","['K15a2858', 'K15a3010']"
K15a54098,"[1, 1, 1, 1, 1, 9]","['K15a54098', 'K15a54102']"
K15n5375,"[1, 1, 1, 5, 5, 9]","['K15n5375', 'K15n6273']"
K15n27977,"[1, 1, 1, 4, 2, 13]","['K15n27977', 'K15n28664']"
K15n29720,"[1, 2, 5, 6, 17, 10]","['K15n29720', 'K15n31522']"
K15a14233,"[1, 1, 1, 2, 3, 7]","['K15a14233', 'K15a15395']"
K15n88975,"[1, 1, 2, 4, 7, 9]","['K15n88975', 'K15n92180']"
K14n5585,"[1, 5, 14, 3, 55, 22]","['K14n5585', 'K14n5590']"
K15a2502,"[1, 1, 1, 2, 6, 9]","['K15a2502', 'K15a2532']"
K14n164,"[1, 1, 2, 2, 6, 11]","['K14n164', 'K14n344', 'K14n358']"
K15n786,"[1, 1, 2, 3, 7, 10]","['K15n786', 'K15n942']"
K15a26199,"[1, 1, 1, 11, 23, 17]","['K15a26199', 'K15a53540']"
K15n16662,"[1, 1, 1, 3, 1, 2]","['K15n16662', 'K15n16979']"
K15n39201,"[1, 1, 1, 2, 2, 9]","['K15n39201', 'K15n39410']"
K15a55194,"[1, 2, 5, 3, 17, 18]","['K15a55194', 'K15a55526']"
K15n17389,"[1, 1, 1, 2, 6, 15]","['K15n17389', 'K15n29608']"
K15a2820,"[1, 1, 2, 2, 4, 6]","['K15a2820', 'K15a5559']"
K15n28042,"[1, 1, 1, 2, 4, 37]","['K15n28042', 'K15n38330']"
K14a1823,"[1, 2, 5, 3, 15, 14]","['K14a1823', 'K14a1951']"
K15n11074,"[1, 5, 10, 7, 43, 27]","['K15n11074', 'K15n6601']"
K15n40422,"[1, 1, 2, 4, 8, 17]","['K15n40422', 'K15n40436']"
K15n21887,"[1, 1, 1, 3, 16, 7]","['K15n21887', 'K15n21893']"
K15n8663,"[1, 1, 1, 4, 7, 13]","['K15n8663', 'K15n9346']"
K14n1655,"[1, 1, 2, 5, 12, 14]","['K14n1655', 'K14n2165']"
K15n1980,"[1, 1, 1, 2, 3, 10]","['K15n1980', 'K15n2421']"
K15a21151,"[1, 2, 5, 3, 19, 14]","['K15a21151', 'K15a24527']"
K15n11005,"[1, 2, 5, 1, 11, 10]","['K15n11005', 'K15n6570']"
K15n5299,"[1, 1, 1, 2, 8, 7]","['K15n5299', 'K15n6245']"
K15a64529,"[1, 1, 1, 5, 5, 14]","['K15a64529', 'K15a64561']"
K14n3161,"[1, 1, 2, 4, 10, 9]","['K14n3161', 'K14n4133']"
K15n11957,"[1, 1, 2, 2, 12, 8]","['K15n11957', 'K15n13293']"
K15a56222,"[1, 1, 1, 3, 4, 3]","['K15a56222', 'K15a56443']"
K15n13694,"[1, 1, 1, 2, 2, 8]","['K15n13694', 'K15n14025']"
K15n78214,"[1, 1, 1, 2, 4, 6]","['K15n78214', 'K15n81419', 'K15n81424']"
K15a57608,"[1, 1, 1, 2, 6, 6]","['K15a57608', 'K15a59371']"
K15a44966,"[1, 1, 1, 2, 2, 6]","['K15a44966', 'K15a45726']"
K15a55362,"[1, 1, 1, 2, 7, 13]","['K15a55362', 'K15a55363']"
K14a11733,"[1, 2, 5, 2, 12, 14]","['K14a11733', 'K14a5979']"
K15n22584,"[1, 1, 1, 2, 6, 5]","['K15n22584', 'K15n23446']"
K15a1526,"[1, 2, 4, 2, 10, 4]","['K15a1526', 'K15a1591']"
K14a2634,"[1, 1, 1, 5, 4, 7]","['K14a2634', 'K14a2640']"
K15a56849,"[1, 1, 2, 1, 3, 6]","['K15a56849', 'K15a56850']"
K15n106821,"[1, 1, 2, 2, 6, 3]","['K15n106821', 'K15n36308']"
K15n4323,"[1, 1, 2, 1, 5, 5]","['K15n4323', 'K15n4580']"
K15a48064,"[1, 1, 1, 3, 2, 3]","['K15a48064', 'K15a48089']"
K15n10386,"[1, 1, 2, 6, 8, 8]","['K15n10386', 'K15n6928']"
K15a6261,"[1, 1, 1, 2, 6, 6]","['K15a6261', 'K15a6423']"
K15n29828,"[1, 1, 2, 5, 8, 4]","['K15n29828', 'K15n31473']"
K15n67088,"[1, 2, 4, 3, 21, 23]","['K15n67088', 'K15n69878']"
K15n14841,"[1, 1, 1, 2, 6, 6]","['K15n14841', 'K15n33343']"
K15n106826,"[1, 1, 1, 3, 7, 6]","['K15n106826', 'K15n46496']"
K15n14418,"[1, 1, 2, 1, 7, 9]","['K15n14418', 'K15n15163']"
K15a14826,"[1, 2, 5, 2, 15, 20]","['K15a14826', 'K15a48228']"
K15a1796,"[1, 1, 1, 4, 8, 8]","['K15a1796', 'K15a2750']"
K15n40025,"[1, 1, 1, 1, 3, 4]","['K15n40025', 'K15n42949']"
K15a4873,"[1, 2, 5, 1, 15, 12]","['K15a4873', 'K15a5170']"
K15n50927,"[1, 2, 5, 3, 18, 8]","['K15n50927', 'K15n51007']"
K15n33456,"[1, 1, 1, 3, 9, 10]","['K15n33456', 'K15n33527']"
K15n68928,"[1, 2, 5, 3, 17, 28]","['K15n68928', 'K15n68930']"
K15n27317,"[1, 1, 1, 3, 11, 7]","['K15n27317', 'K15n27462']"
K15a38413,"[1, 2, 5, 4, 28, 37]","['K15a38413', 'K15a38415']"
K15n31333,"[1, 1, 1, 3, 1, 2]","['K15n31333', 'K15n31682']"
K15n15215,"[1, 1, 1, 5, 7, 7]","['K15n15215', 'K15n20299', 'K15n33590']"
K15a3208,"[1, 2, 4, 5, 15, 4]","['K15a3208', 'K15a3404']"
K15a55351,"[1, 5, 18, 9, 83, 100]","['K15a55351', 'K15a55359']"
K15a5352,"[1, 1, 1, 2, 6, 10]","['K15a5352', 'K15a5478']"
K15n26583,"[1, 1, 1, 6, 11, 20]","['K15n26583', 'K15n30074']"
K15n120013,"[1, 1, 1, 2, 2, 9]","['K15n120013', 'K15n120339']"
K14a4911,"[1, 2, 4, 1, 15, 5]","['K14a4911', 'K14a5705']"
K15n29630,"[1, 1, 1, 5, 17, 17]","['K15n29630', 'K15n29660']"
K14n1485,"[1, 1, 2, 3, 9, 10]","['K14n1485', 'K14n1506']"
K15a1909,"[1, 1, 1, 2, 4, 10]","['K15a1909', 'K15a2519']"
K15n39222,"[1, 2, 5, 6, 18, 20]","['K15n39222', 'K15n39414']"
K15n7968,"[1, 1, 1, 8, 23, 5]","['K15n7968', 'K15n9168']"
K15n75435,"[1, 5, 4, 3, 21, 16]","['K15n75435', 'K15n75907']"
K15n2953,"[1, 1, 1, 1, 3, 9]","['K15n2953', 'K15n3538']"
K15a55599,"[1, 1, 1, 1, 5, 11]","['K15a55599', 'K15a55601']"
K15n118120,"[1, 2, 4, 2, 12, 14]","['K15n118120', 'K15n118155']"
K15a9328,"[1, 1, 2, 3, 11, 4]","['K15a9328', 'K15a9524']"
K15n9619,"[1, 1, 1, 2, 7, 10]","['K15n9619', 'K15n9896']"
K15n117979,"[1, 2, 9, 3, 31, 15]","['K15n117979', 'K15n118799']"
K15n11202,"[1, 2, 5, 1, 11, 7]","['K15n11202', 'K15n21845']"
K13n1014,"[1, 2, 5, 2, 16, 9]","['K13n1014', 'K13n861']"
K14a1926,"[1, 1, 2, 4, 10, 26]","['K14a1926', 'K14a394']"
K13a3301,"[1, 2, 5, 1, 11, 10]","['K13a3301', 'K13a3405']"
K15a6485,"[1, 1, 1, 2, 12, 5]","['K15a6485', 'K15a7050']"
K15a38412,"[1, 2, 5, 13, 23, 49]","['K15a38412', 'K15a38419']"
K15n16750,"[1, 1, 2, 5, 13, 10]","['K15n16750', 'K15n17037']"
K15n3221,"[1, 1, 1, 2, 4, 5]","['K15n3221', 'K15n3276']"
K15a59747,"[1, 1, 1, 1, 1, 4]","['K15a59747', 'K15a59750']"
K15n61678,"[1, 1, 6, 4, 17, 7]","['K15n61678', 'K15n61707']"
K15n119304,"[1, 1, 1, 4, 8, 5]","['K15n119304', 'K15n119346']"
K15n53796,"[1, 2, 9, 9, 43, 74]","['K15n53796', 'K15n53969']"
K15a60675,"[1, 1, 1, 2, 2, 9]","['K15a60675', 'K15a60862']"
K15n125633,"[1, 1, 1, 3, 1, 9]","['K15n125633', 'K15n125723']"
K15a56029,"[1, 2, 4, 2, 16, 10]","['K15a56029', 'K15a56118']"
K15a3503,"[1, 2, 5, 6, 18, 7]","['K15a3503', 'K15a4413']"
K15n14202,"[1, 2, 4, 5, 17, 10]","['K15n14202', 'K15n19576']"
K15n29849,"[1, 2, 5, 1, 15, 7]","['K15n29849', 'K15n30749']"
K14a2207,"[1, 1, 1, 2, 4, 4]","['K14a2207', 'K14a2597']"
K15a56548,"[1, 2, 5, 2, 12, 6]","['K15a56548', 'K15a59224']"
K15a12047,"[1, 2, 9, 5, 43, 27]","['K15a12047', 'K15a21763']"
K15n102288,"[1, 1, 1, 3, 5, 5]","['K15n102288', 'K15n102401']"
K13n3745,"[1, 1, 1, 5, 5, 4]","['K13n3745', 'K13n3776']"
K15n29578,"[1, 2, 1, 4, 4, 4]","['K15n29578', 'K15n29596']"
K15n6404,"[1, 1, 1, 2, 2, 7]","['K15n6404', 'K15n6406']"
K15a13779,"[1, 1, 1, 5, 6, 7]","['K15a13779', 'K15a14553']"
K15n121834,"[1, 1, 1, 2, 4, 9]","['K15n121834', 'K15n122603']"
K15n24119,"[1, 2, 4, 2, 15, 8]","['K15n24119', 'K15n25626']"
K15n29854,"[1, 2, 5, 4, 19, 13]","['K15n29854', 'K15n30759']"
K15n1330,"[1, 1, 1, 3, 6, 6]","['K15n1330', 'K15n933']"
K15a57515,"[1, 1, 1, 2, 2, 8]","['K15a57515', 'K15a59324']"
K15n53694,"[1, 1, 2, 2, 10, 5]","['K15n53694', 'K15n54032']"
K15n1071,"[1, 1, 2, 2, 14, 10]","['K15n1071', 'K15n811']"
K15n24466,"[1, 2, 4, 2, 13, 4]","['K15n24466', 'K15n27441']"
K15a26825,"[1, 1, 2, 1, 3, 3]","['K15a26825', 'K15a49336']"
K15n36959,"[1, 2, 2, 5, 8, 7]","['K15n36959', 'K15n37038']"
K15n6194,"[1, 1, 1, 5, 12, 4]","['K15n6194', 'K15n6280']"
K15n5399,"[1, 2, 1, 3, 15, 14]","['K15n5399', 'K15n6141']"
K15n78219,"[1, 2, 4, 1, 9, 2]","['K15n78219', 'K15n78224']"
K14n5992,"[1, 1, 1, 2, 8, 6]","['K14n5992', 'K14n6075']"
K15n10230,"[1, 2, 4, 7, 22, 10]","['K15n10230', 'K15n8067']"
K15n1247,"[1, 1, 2, 2, 12, 9]","['K15n1247', 'K15n518']"
K14a261,"[1, 2, 4, 2, 14, 3]","['K14a261', 'K14a292']"
K15n21747,"[1, 1, 2, 2, 8, 8]","['K15n21747', 'K15n21788']"
K15n53277,"[1, 1, 2, 9, 3, 27]","['K15n53277', 'K15n53633']"
K15n11180,"[1, 1, 2, 2, 8, 9]","['K15n11180', 'K15n9392']"
K15n121857,"[1, 1, 2, 2, 3, 9]","['K15n121857', 'K15n121881']"
K15n14786,"[1, 1, 1, 2, 6, 7]","['K15n14786', 'K15n15174']"
K15n25545,"[1, 1, 1, 1, 7, 3]","['K15n25545', 'K15n28367']"
K15n119020,"[1, 1, 1, 5, 11, 7]","['K15n119020', 'K15n119076']"
K15n10606,"[1, 1, 2, 1, 3, 3]","['K15n10606', 'K15n6705']"
K15a57571,"[1, 2, 4, 5, 12, 5]","['K15a57571', 'K15a59373']"
K15n36963,"[1, 1, 1, 2, 2, 5]","['K15n36963', 'K15n37031']"
K15a641,"[1, 1, 2, 1, 7, 6]","['K15a641', 'K15a733']"
K14n1532,"[1, 1, 1, 1, 5, 5]","['K14n1532', 'K14n2104']"
K15n123836,"[1, 1, 1, 3, 6, 11]","['K15n123836', 'K15n123895']"
K15a4369,"[1, 1, 1, 3, 9, 7]","['K15a4369', 'K15a4629']"
K15n25936,"[1, 2, 5, 4, 16, 13]","['K15n25936', 'K15n27189']"
K15n27410,"[1, 1, 1, 5, 14, 37]","['K15n27410', 'K15n8770']"
K15a40,"[1, 1, 2, 2, 8, 9]","['K15a40', 'K15a6']"
K15n13750,"[1, 1, 1, 6, 5, 6]","['K15n13750', 'K15n15956']"
K15n53837,"[1, 2, 5, 5, 21, 21]","['K15n53837', 'K15n53913']"
K15a6470,"[1, 2, 4, 2, 14, 3]","['K15a6470', 'K15a6791']"
K15n13965,"[1, 2, 5, 5, 19, 15]","['K15n13965', 'K15n14061', 'K15n19623', 'K15n19650']"
K15a22777,"[1, 1, 2, 3, 8, 5]","['K15a22777', 'K15a48257']"
K15a18488,"[1, 2, 1, 3, 9, 11]","['K15a18488', 'K15a18853']"
K15n3551,"[1, 1, 2, 8, 14, 11]","['K15n3551', 'K15n3616']"
